source_id|source|source_column|name|azt_id
15137|IMPACT|TRIAL_ALIAS_CODE|D1950C00004|D1950C00004
15117|IMPACT|TRIAL_ALIAS_CODE|D1443C00038|D1443C00038
14701|IMPACT|TRIAL_ALIAS_CODE|D1443C00102|D1443C00102
13865|IMPACT|TRIAL_ALIAS_CODE|D1443C00005|D1443C00005
14028|IMPACT|TRIAL_ALIAS_CODE|D4200L00035|D4200L00035
14030|IMPACT|TRIAL_ALIAS_CODE|D4200L00031|D4200L00031
14087|IMPACT|TRIAL_ALIAS_CODE|IRUSESOM0517|IRUSESOM0517
14898|IMPACT|TRIAL_ALIAS_CODE|D9127M00001|D9127M00001
13519|IMPACT|TRIAL_ALIAS_CODE|D9120C00012|D9120C00012
15272|IMPACT|TRIAL_ALIAS_CODE|D2300C00002|D2300C00002
13936|IMPACT|TRIAL_ALIAS_CODE|D0490C00001|D0490C00001
13268|IMPACT|TRIAL_ALIAS_CODE|D1550C00017|D1550C00017
13319|IMPACT|TRIAL_ALIAS_CODE|D1460C00050|D1460C00050
10389|IMPACT|TRIAL_ALIAS_CODE|D5130C00013|D5130C00013
17042|IMPACT|TRIAL_ALIAS_CODE|D4200C00024|
14269|IMPACT|TRIAL_ALIAS_CODE|D2720C00009|D2720C00009
17790|IMPACT|TRIAL_ALIAS_CODE|D5130C00115|D5130C00115
17699|IMPACT|TRIAL_ALIAS_CODE|D4711C00002|D4711C00002
17059|IMPACT|TRIAL_ALIAS_CODE|D5200C00002|D5200C00002
16966|IMPACT|TRIAL_ALIAS_CODE|D5200C00001|D5200C00001
16540|IMPACT|TRIAL_ALIAS_CODE|D4300C00013|D4300C00013
16539|IMPACT|TRIAL_ALIAS_CODE|D4300C00012|D4300C00012
16076|IMPACT|TRIAL_ALIAS_CODE|D3870C00002|D3870C00002
14325|IMPACT|TRIAL_ALIAS_CODE|D5252L00034|D5252L00034
14836|IMPACT|TRIAL_ALIAS_CODE|D1511M00004|D1511M00004
10387|IMPACT|TRIAL_ALIAS_CODE|SD-000-0697|
10354|IMPACT|TRIAL_ALIAS_CODE|SD-000-0695|
10353|IMPACT|TRIAL_ALIAS_CODE|SD-000-0693|
15937|IMPACT|TRIAL_ALIAS_CODE|D5390L00106|D5390L00106
16211|IMPACT|TRIAL_ALIAS_CODE|D2600C00012|D2600C00012
18660|IMPACT|TRIAL_ALIAS_CODE|D0816C00010|D0816C00010
15939|IMPACT|TRIAL_ALIAS_CODE|D3560C00067|D3560C00067
16152|IMPACT|TRIAL_ALIAS_CODE|D3020M00001|D3020M00001
13351|IMPACT|TRIAL_ALIAS_CODE|D9612L00058|
15298|IMPACT|TRIAL_ALIAS_CODE|D9120C00037|
15309|IMPACT|TRIAL_ALIAS_CODE|D3560L00091|D3560L00091
15320|IMPACT|TRIAL_ALIAS_CODE|ISSCRES0029|ISSCRES0029
15321|IMPACT|TRIAL_ALIAS_CODE|ISSCRES0027|ISSCRES0027
18419|IMPACT|TRIAL_ALIAS_CODE|D3560L00157|D3560L00157
17056|IMPACT|TRIAL_ALIAS_CODE|D5130L00053 |D5130L00053
19362|IMPACT|TRIAL_ALIAS_CODE|D5130R00026|D5130R00026
17890|IMPACT|TRIAL_ALIAS_CODE|D5130C00120|D5130C00120
16190|IMPACT|TRIAL_ALIAS_CODE|D1340C00003|D1340C00003
16203|IMPACT|TRIAL_ALIAS_CODE|D1340C00006|D1340C00006
14130|IMPACT|TRIAL_ALIAS_CODE|D8480C00052|D8480C00052
13991|IMPACT|TRIAL_ALIAS_CODE|D1443C00085|D1443C00085
14163|IMPACT|TRIAL_ALIAS_CODE|D6874L00023|D6874L00023
14165|IMPACT|TRIAL_ALIAS_CODE|IRUSBUPR0036|D5252L00008
14168|IMPACT|TRIAL_ALIAS_CODE|D1443C00070|D1443C00070
17050|IMPACT|TRIAL_ALIAS_CODE|D5130L00054|D5130L00054
15940|IMPACT|TRIAL_ALIAS_CODE|D3560L00105|D3560L00105
16448|IMPACT|TRIAL_ALIAS_CODE|D4300C00009|D4300C00009
16446|IMPACT|TRIAL_ALIAS_CODE|D4300C00010|D4300C00010
17724|IMPACT|TRIAL_ALIAS_CODE|D7913R00006|D7913R00006
17723|IMPACT|TRIAL_ALIAS_CODE|D6997R00006|D6997R00006
18420|IMPACT|TRIAL_ALIAS_CODE|MB001-079|MB001-079
19494|IMPACT|TRIAL_ALIAS_CODE|D3560R00019|D3560R00019
19493|IMPACT|TRIAL_ALIAS_CODE|D1344R00001|D1344R00001
19492|IMPACT|TRIAL_ALIAS_CODE|D1843R00246|D1843R00246
19491|IMPACT|TRIAL_ALIAS_CODE|D1843R00245|D1843R00245
19352|IMPACT|TRIAL_ALIAS_CODE|D4022C00004|D4022C00004
19350|IMPACT|TRIAL_ALIAS_CODE|D1690L00025|D1690L00025
19334|IMPACT|TRIAL_ALIAS_CODE|D6070C00001|D6070C00001
23884|IMPACT|TRIAL_ALIAS_CODE|D7913R00015|D7913R00015
23867|IMPACT|TRIAL_ALIAS_CODE|D1690L00050|D1690L00050
21372|IMPACT|TRIAL_ALIAS_CODE|AP93-08|AP93-08
21371|IMPACT|TRIAL_ALIAS_CODE|AP93-07|AP93-07
21325|IMPACT|TRIAL_ALIAS_CODE|137-137|
21324|IMPACT|TRIAL_ALIAS_CODE|137-136|
21319|IMPACT|TRIAL_ALIAS_CODE|137-133|
18448|IMPACT|TRIAL_ALIAS_CODE|MB001-093|MB001-093
18447|IMPACT|TRIAL_ALIAS_CODE|MB001-089|MB001-089
18411|IMPACT|TRIAL_ALIAS_CODE|MB001-070|
18401|IMPACT|TRIAL_ALIAS_CODE|CV181-174|CV181-174
18239|IMPACT|TRIAL_ALIAS_CODE|D1690L00008|D1690L00008
18104|IMPACT|TRIAL_ALIAS_CODE|D5553C00002|D5553C00002
18009|IMPACT|TRIAL_ALIAS_CODE|D791NC00002|D791NC00002
18418|IMPACT|TRIAL_ALIAS_CODE|CV181-179|CV181-179
18413|IMPACT|TRIAL_ALIAS_CODE|MB102-084|MB102-084
18412|IMPACT|TRIAL_ALIAS_CODE|MB102-083|MB102-083
18410|IMPACT|TRIAL_ALIAS_CODE|MB102-081|MB102-081
18406|IMPACT|TRIAL_ALIAS_CODE|CV181-175|CV181-175
18405|IMPACT|TRIAL_ALIAS_CODE|MB001-067|MB001-067
18402|IMPACT|TRIAL_ALIAS_CODE|MB102-052|MB102-052
23854|IMPACT|TRIAL_ALIAS_CODE|CV181-366|CV181-366
22340|IMPACT|TRIAL_ALIAS_CODE|D6410C00001|D6410C00001
19234|IMPACT|TRIAL_ALIAS_CODE|D5551C00003|D5551C00003
23923|IMPACT|TRIAL_ALIAS_CODE|D5130L00143|D5130L00143
23902|IMPACT|TRIAL_ALIAS_CODE|D1689L00004|D1689L00004
23901|IMPACT|TRIAL_ALIAS_CODE|D5370C00002|D5370C00002
19190|IMPACT|TRIAL_ALIAS_CODE|CV181-362|CV181-362
19025|IMPACT|TRIAL_ALIAS_CODE|MB102-205|MB102-205
21314|IMPACT|TRIAL_ALIAS_CODE|137-124|
23915|IMPACT|TRIAL_ALIAS_CODE|D6130C00001|D6130C00001
16678|IMPACT|TRIAL_ALIAS_CODE|D4280C00011|D4280C00011
17048|IMPACT|TRIAL_ALIAS_CODE|D0810C00078|D0810C00078
16975|IMPACT|TRIAL_ALIAS_CODE|D5130L00036|D5130L00036
16853|IMPACT|TRIAL_ALIAS_CODE|D1840M00033|D1840M00033
19292|IMPACT|TRIAL_ALIAS_CODE|MB002-013|MB002-013
19270|IMPACT|TRIAL_ALIAS_CODE|H8O-MC-GWDC|H8O-MC-GWDC
19247|IMPACT|TRIAL_ALIAS_CODE|H8O-EW-GWDL|H8O-EW-GWDL
19240|IMPACT|TRIAL_ALIAS_CODE|H8O-CA-GWCE|H8O-CA-GWCE
19236|IMPACT|TRIAL_ALIAS_CODE|BCB106|BCB106
19022|IMPACT|TRIAL_ALIAS_CODE|MB102-136|MB102-136
16845|IMPACT|TRIAL_ALIAS_CODE|D4880C00026|D4880C00026
18107|IMPACT|TRIAL_ALIAS_CODE|D5553C00003|D5553C00003
17340|IMPACT|TRIAL_ALIAS_CODE|CD-IA-CAM-3001-1008|D2190C00006
17348|IMPACT|TRIAL_ALIAS_CODE|CD-ON-MEDI-551-1017|CD-ON-MEDI-551-1017
17351|IMPACT|TRIAL_ALIAS_CODE|CD-IA-MEDI-551-1020|CD-IA-MEDI-551-1020
17352|IMPACT|TRIAL_ALIAS_CODE|CD-IA-MEDI-571-1021|CD-IA-MEDI-571-1021
17354|IMPACT|TRIAL_ALIAS_CODE|CD-RI-INDP-1023|CD-RI-INDP-1023
17371|IMPACT|TRIAL_ALIAS_CODE|CD-ON-MEDI3617-1043|D2631C00001
17356|IMPACT|TRIAL_ALIAS_CODE|CD-RI-MEDI-563-1025|D3250C00011
15668|IMPACT|TRIAL_ALIAS_CODE|01-2587|01-2587
15667|IMPACT|TRIAL_ALIAS_CODE|01-2586|01-2586
15666|IMPACT|TRIAL_ALIAS_CODE|01-2585|01-2585
15665|IMPACT|TRIAL_ALIAS_CODE|01-2584|01-2584
15664|IMPACT|TRIAL_ALIAS_CODE|01-2583|01-2583
15663|IMPACT|TRIAL_ALIAS_CODE|01-2582|01-2582
16064|IMPACT|TRIAL_ALIAS_CODE|IRUSIRES0295|IRUSIRES0295
15660|IMPACT|TRIAL_ALIAS_CODE|01-2579|01-2579
15659|IMPACT|TRIAL_ALIAS_CODE|01-2578|01-2578
15658|IMPACT|TRIAL_ALIAS_CODE|01-2577|01-2577
15657|IMPACT|TRIAL_ALIAS_CODE|01-2576|01-2576
15656|IMPACT|TRIAL_ALIAS_CODE|01-2575|01-2575
15655|IMPACT|TRIAL_ALIAS_CODE|01-2574|01-2574
15654|IMPACT|TRIAL_ALIAS_CODE|01-2573|01-2573
16051|IMPACT|TRIAL_ALIAS_CODE|D2920C00001|D2920C00001
15652|IMPACT|TRIAL_ALIAS_CODE|01-2571|01-2571
15651|IMPACT|TRIAL_ALIAS_CODE|01-2570|01-2570
15650|IMPACT|TRIAL_ALIAS_CODE|01-2569|01-2569
15649|IMPACT|TRIAL_ALIAS_CODE|01-2568|01-2568
15648|IMPACT|TRIAL_ALIAS_CODE|01-2567|01-2567
15647|IMPACT|TRIAL_ALIAS_CODE|01-2566|01-2566
16763|IMPACT|TRIAL_ALIAS_CODE|D7913L00140|D7913L00140
15670|IMPACT|TRIAL_ALIAS_CODE|01-2589|01-2589
16759|IMPACT|TRIAL_ALIAS_CODE|D1340C00007|D1340C00007
16757|IMPACT|TRIAL_ALIAS_CODE|D4300C00020|D4300C00020
16755|IMPACT|TRIAL_ALIAS_CODE|D539EC00001|D539EC00001
16754|IMPACT|TRIAL_ALIAS_CODE|D539EC00002|D539EC00002
16751|IMPACT|TRIAL_ALIAS_CODE|D699BC00001|D699BC00001
16748|IMPACT|TRIAL_ALIAS_CODE|D2500C00002|D2500C00002
24598|IMPACT|TRIAL_ALIAS_CODE|D9320C00001|D9320C00001
15662|IMPACT|TRIAL_ALIAS_CODE|01-2581|01-2581
16746|IMPACT|TRIAL_ALIAS_CODE|D9612L00150|D9612L00150
16745|IMPACT|TRIAL_ALIAS_CODE|D0812C00002|D0812C00002
16744|IMPACT|TRIAL_ALIAS_CODE|NIS-IEU-DUM-10/1EXT|NIS-IEU-DUM-10_1EXT
16743|IMPACT|TRIAL_ALIAS_CODE|NIS-IEU-DUM-2010/1EX|NIS-IEU-DUM-2010_1EX
16742|IMPACT|TRIAL_ALIAS_CODE|D961QC00001|D961QC00001
15653|IMPACT|TRIAL_ALIAS_CODE|01-2572|01-2572
16402|IMPACT|TRIAL_ALIAS_CODE|D8480C00105|D8480C00105
16401|IMPACT|TRIAL_ALIAS_CODE|D8480C00103|D8480C00103
16400|IMPACT|TRIAL_ALIAS_CODE|D8480C00102|D8480C00102
15596|IMPACT|TRIAL_ALIAS_CODE|01-2518|01-2518
16719|IMPACT|TRIAL_ALIAS_CODE|D1840M00030|D1840M00030
16718|IMPACT|TRIAL_ALIAS_CODE|D3770C00003|D3770C00003
16717|IMPACT|TRIAL_ALIAS_CODE|D961HC00013|D961HC00013
16716|IMPACT|TRIAL_ALIAS_CODE|D1060C00003|D1060C00003
16715|IMPACT|TRIAL_ALIAS_CODE|D3461C00002|D3461C00002
16714|IMPACT|TRIAL_ALIAS_CODE|D1950C00005|D1950C00005
15585|IMPACT|TRIAL_ALIAS_CODE|01-2508|01-2508
15584|IMPACT|TRIAL_ALIAS_CODE|01-2507|01-2507
15583|IMPACT|TRIAL_ALIAS_CODE|01-2506|01-2506
15582|IMPACT|TRIAL_ALIAS_CODE|01-2505|01-2505
15581|IMPACT|TRIAL_ALIAS_CODE|01-2504|01-2504
15580|IMPACT|TRIAL_ALIAS_CODE|01-2503|01-2503
15579|IMPACT|TRIAL_ALIAS_CODE|01-2502|01-2502
15578|IMPACT|TRIAL_ALIAS_CODE|01-2501|01-2501
15561|IMPACT|TRIAL_ALIAS_CODE|01-2183|01-2183
15560|IMPACT|TRIAL_ALIAS_CODE|01-2175|01-2175
15559|IMPACT|TRIAL_ALIAS_CODE|01-2172|01-2172
15558|IMPACT|TRIAL_ALIAS_CODE|01-2171|01-2171
15557|IMPACT|TRIAL_ALIAS_CODE|D2285C00001|
15556|IMPACT|TRIAL_ALIAS_CODE|01-2166|01-2166
15555|IMPACT|TRIAL_ALIAS_CODE|01-2164|01-2164
16736|IMPACT|TRIAL_ALIAS_CODE|D3820C00011|D3820C00011
16735|IMPACT|TRIAL_ALIAS_CODE|D4300C00029|D4300C00029
16734|IMPACT|TRIAL_ALIAS_CODE|D1120C00037|D1120C00037
16733|IMPACT|TRIAL_ALIAS_CODE|D4610C00003|D4610C00003
16732|IMPACT|TRIAL_ALIAS_CODE|D4510C00005|
16731|IMPACT|TRIAL_ALIAS_CODE|D0102C00006|D0102C00006
16712|IMPACT|TRIAL_ALIAS_CODE|D0490C00003|D0490C00003
16711|IMPACT|TRIAL_ALIAS_CODE|D2630C00001|D2630C00001
16710|IMPACT|TRIAL_ALIAS_CODE|D3770C00002|D3770C00002
16707|IMPACT|TRIAL_ALIAS_CODE|D4610C00002|D4610C00002
16706|IMPACT|TRIAL_ALIAS_CODE|D0910C00040|D0910C00040
16704|IMPACT|TRIAL_ALIAS_CODE|D4510C00001|
15577|IMPACT|TRIAL_ALIAS_CODE|01-2213|01-2213
15576|IMPACT|TRIAL_ALIAS_CODE|01-2208|01-2208
15575|IMPACT|TRIAL_ALIAS_CODE|01-2205|01-2205
15574|IMPACT|TRIAL_ALIAS_CODE|01-2203|01-2203
15573|IMPACT|TRIAL_ALIAS_CODE|01-2194|01-2194
15572|IMPACT|TRIAL_ALIAS_CODE|01-2193|01-2193
16696|IMPACT|TRIAL_ALIAS_CODE|D4030C00001|D4030C00001
15434|IMPACT|TRIAL_ALIAS_CODE|01-0038|01-0038
15433|IMPACT|TRIAL_ALIAS_CODE|D1532L00006|D1532L00006
15432|IMPACT|TRIAL_ALIAS_CODE|SD-001-0268|SD-001-0268
15431|IMPACT|TRIAL_ALIAS_CODE|D0520C00014|D0520C00014
15430|IMPACT|TRIAL_ALIAS_CODE|01-0020|01-0020
16271|IMPACT|TRIAL_ALIAS_CODE|D4131C00002|D4131C00002
16270|IMPACT|TRIAL_ALIAS_CODE|D1532C00052|D1532C00052
16269|IMPACT|TRIAL_ALIAS_CODE|D4300C00006|D4300C00006
16268|IMPACT|TRIAL_ALIAS_CODE|D4300C00005|D4300C00005
16267|IMPACT|TRIAL_ALIAS_CODE|D4300C00004|D4300C00004
16266|IMPACT|TRIAL_ALIAS_CODE|HCV689-201|D1820C00004
15099|IMPACT|TRIAL_ALIAS_CODE|D1920C00001|D1920C00001
15867|IMPACT|TRIAL_ALIAS_CODE|D3190N00011|
15866|IMPACT|TRIAL_ALIAS_CODE|D2800L00001|D2800L00001
15865|IMPACT|TRIAL_ALIAS_CODE|D356FL00001|D356FL00001
15864|IMPACT|TRIAL_ALIAS_CODE|D1020C00033|D1020C00033
15498|IMPACT|TRIAL_ALIAS_CODE|01-2088|01-2088
15467|IMPACT|TRIAL_ALIAS_CODE|01-2036|01-2036
15466|IMPACT|TRIAL_ALIAS_CODE|01-2034|01-2034
15465|IMPACT|TRIAL_ALIAS_CODE|01-2033|01-2033
15464|IMPACT|TRIAL_ALIAS_CODE|01-2032|01-2032
15463|IMPACT|TRIAL_ALIAS_CODE|01-2031|01-2031
15462|IMPACT|TRIAL_ALIAS_CODE|01-2022|01-2022
15461|IMPACT|TRIAL_ALIAS_CODE|01-2021|01-2021
15460|IMPACT|TRIAL_ALIAS_CODE|01-2019|01-2019
15458|IMPACT|TRIAL_ALIAS_CODE|01-2013|01-2013
15429|IMPACT|TRIAL_ALIAS_CODE|01-0016|01-0016
15428|IMPACT|TRIAL_ALIAS_CODE|01-0003|01-0003
15427|IMPACT|TRIAL_ALIAS_CODE|SD-009-0703|SD-009-0703
15426|IMPACT|TRIAL_ALIAS_CODE|SD-009-0597|SD-009-0597
16557|IMPACT|TRIAL_ALIAS_CODE|D0810C00067|D0810C00067
16555|IMPACT|TRIAL_ALIAS_CODE|D0810C00065|D0810C00065
16553|IMPACT|TRIAL_ALIAS_CODE|D0810C00063|D0810C00063
16552|IMPACT|TRIAL_ALIAS_CODE|D0810C00062|D0810C00062
15911|IMPACT|TRIAL_ALIAS_CODE|D2650C00006|D2650C00006
15910|IMPACT|TRIAL_ALIAS_CODE|NIS-ODE-DUM-2009/1|
15901|IMPACT|TRIAL_ALIAS_CODE|D2690C00001|D2690C00001
15900|IMPACT|TRIAL_ALIAS_CODE|ISSSERX0007|D1443L00078
15899|IMPACT|TRIAL_ALIAS_CODE|D8666C00001|D8666C00001
15497|IMPACT|TRIAL_ALIAS_CODE|01-2086|01-2086
15496|IMPACT|TRIAL_ALIAS_CODE|01-2085|01-2085
17357|IMPACT|TRIAL_ALIAS_CODE|CD-RI-MEDI7814-1027|D3510C00002
17362|IMPACT|TRIAL_ALIAS_CODE|CD-ON-CAT-8015-1034|D3142C00004
17367|IMPACT|TRIAL_ALIAS_CODE|CD-ON-MEDI-547-1039|CD-ON-MEDI-547-1039
17368|IMPACT|TRIAL_ALIAS_CODE|CD-ON-MEDI-547-1040|CD-ON-MEDI-547-1040
17123|IMPACT|TRIAL_ALIAS_CODE|CD-IA-MEDI-551-1101|CD-IA-MEDI-551-1101
17138|IMPACT|TRIAL_ALIAS_CODE|CD-RI-MEDI4212-1117|D0396C00002
16995|IMPACT|TRIAL_ALIAS_CODE|NIS-ORO-XXX-2012/1|NIS-ORO-XXX-2012_1
11555|IMPACT|TRIAL_ALIAS_CODE|05-2168|05-2168
11869|IMPACT|TRIAL_ALIAS_CODE|D4200C00026|D4200C00026
10875|IMPACT|TRIAL_ALIAS_CODE|04-9004|04-9004
12739|IMPACT|TRIAL_ALIAS_CODE|IRUSIRES0435|
17337|IMPACT|TRIAL_ALIAS_CODE|CD-ON-CAT-8015-1005|D3141C00001
12003|IMPACT|TRIAL_ALIAS_CODE|D5896C00010|D5896C00010
10080|IMPACT|TRIAL_ALIAS_CODE|1839IL/0113|D7913C00113
11646|IMPACT|TRIAL_ALIAS_CODE|14-2012|14-2012
12576|IMPACT|TRIAL_ALIAS_CODE|D4230C00005|D4230C00005
10475|IMPACT|TRIAL_ALIAS_CODE|IRUSESOM0058|
9977|IMPACT|TRIAL_ALIAS_CODE|1839IL/0054|D7913C00054
17355|IMPACT|TRIAL_ALIAS_CODE|CD-MEDI-557-1024|CD-MEDI-557-1024
11028|IMPACT|TRIAL_ALIAS_CODE|05-9132|05-9132
16833|IMPACT|TRIAL_ALIAS_CODE|D7913L00141|
16831|IMPACT|TRIAL_ALIAS_CODE|D1680C00010|D1680C00010
16829|IMPACT|TRIAL_ALIAS_CODE|NIS-NME-SER-2011/1|NIS-NME-SER-2011_1
16828|IMPACT|TRIAL_ALIAS_CODE|D5130L00003|D5130L00003
16827|IMPACT|TRIAL_ALIAS_CODE|D5130C00069|D5130C00069
17203|IMPACT|TRIAL_ALIAS_CODE|FM025|FM025
16825|IMPACT|TRIAL_ALIAS_CODE|D5130L00013|D5130L00013
16824|IMPACT|TRIAL_ALIAS_CODE|D5130L00012|D5130L00012
16823|IMPACT|TRIAL_ALIAS_CODE|D1443L00088|D1443L00088
16822|IMPACT|TRIAL_ALIAS_CODE|D4302C00001|D4302C00001
10460|IMPACT|TRIAL_ALIAS_CODE|D1520M00001|D1520M00001
16815|IMPACT|TRIAL_ALIAS_CODE|D4300C00032|D4300C00032
16814|IMPACT|TRIAL_ALIAS_CODE|D589LL00001|D589LL00001
16813|IMPACT|TRIAL_ALIAS_CODE|D4300C00017|D4300C00017
16811|IMPACT|TRIAL_ALIAS_CODE|D5127L00001|D5127L00001
17499|IMPACT|TRIAL_ALIAS_CODE|D5082C00002|D5082C00002
17156|IMPACT|TRIAL_ALIAS_CODE|CD-RI-MEDI-563-1137|D3250C00013
17162|IMPACT|TRIAL_ALIAS_CODE|CD-ID-MEDI4893-1142|CD-ID-MEDI4893-1142
10669|IMPACT|TRIAL_ALIAS_CODE|IRUSOMEP0225|
17176|IMPACT|TRIAL_ALIAS_CODE|MI-MA1153|MI-MA1153
17339|IMPACT|TRIAL_ALIAS_CODE|CD-CV-AZD-8593-1007|CD-CV-AZD-8593-1007
16398|IMPACT|TRIAL_ALIAS_CODE|D8480C00100|D8480C00100
16761|IMPACT|TRIAL_ALIAS_CODE|D6997C00008|D6997C00008
16396|IMPACT|TRIAL_ALIAS_CODE|D1532C00049|D1532C00049
16395|IMPACT|TRIAL_ALIAS_CODE|D1532C00048|D1532C00048
16394|IMPACT|TRIAL_ALIAS_CODE|D1532C00047|D1532C00047
16393|IMPACT|TRIAL_ALIAS_CODE|D1532C00046|D1532C00046
16747|IMPACT|TRIAL_ALIAS_CODE|D2500C00001|D2500C00001
16392|IMPACT|TRIAL_ALIAS_CODE|D1532C00045|D1532C00045
16388|IMPACT|TRIAL_ALIAS_CODE|D1532C00040|D1532C00040
16387|IMPACT|TRIAL_ALIAS_CODE|D1532C00039|D1532C00039
16386|IMPACT|TRIAL_ALIAS_CODE|D1532C00038|D1532C00038
16741|IMPACT|TRIAL_ALIAS_CODE|DBA-OEU-IRE-2011/1|DBA-OEU-IRE-2011_1
16385|IMPACT|TRIAL_ALIAS_CODE|D1532C00037|
16384|IMPACT|TRIAL_ALIAS_CODE|D1532C00036|D1532C00036
16383|IMPACT|TRIAL_ALIAS_CODE|D1532C00035|D1532C00035
16382|IMPACT|TRIAL_ALIAS_CODE|D1532C00034|D1532C00034
16397|IMPACT|TRIAL_ALIAS_CODE|D8480C00098|D8480C00098
16391|IMPACT|TRIAL_ALIAS_CODE|D1532C00043|D1532C00043
16390|IMPACT|TRIAL_ALIAS_CODE|D1532C00042|D1532C00042
16389|IMPACT|TRIAL_ALIAS_CODE|D1532C00041|D1532C00041
15789|IMPACT|TRIAL_ALIAS_CODE|01-6087|01-6087
15788|IMPACT|TRIAL_ALIAS_CODE|01-6081B|01-6081B
15787|IMPACT|TRIAL_ALIAS_CODE|01-6081A|01-6081A
15786|IMPACT|TRIAL_ALIAS_CODE|01-6077|01-6077
15785|IMPACT|TRIAL_ALIAS_CODE|01-6076B|01-6076B
15784|IMPACT|TRIAL_ALIAS_CODE|01-6076A|01-6076A
15783|IMPACT|TRIAL_ALIAS_CODE|01-6074|01-6074
15780|IMPACT|TRIAL_ALIAS_CODE|01-6068|01-6068
15745|IMPACT|TRIAL_ALIAS_CODE|01-6018|01-6018
15744|IMPACT|TRIAL_ALIAS_CODE|01-6017|01-6017
15376|IMPACT|TRIAL_ALIAS_CODE|09-2002|09-2002
15375|IMPACT|TRIAL_ALIAS_CODE|D3550C00001|D3550C00001
15374|IMPACT|TRIAL_ALIAS_CODE|D5090C00032|D5090C00032
15372|IMPACT|TRIAL_ALIAS_CODE|D5090C00022|D5090C00022
15371|IMPACT|TRIAL_ALIAS_CODE|D5090C00020|D5090C00020
15338|IMPACT|TRIAL_ALIAS_CODE|D5132C00002|D5132C00002
15337|IMPACT|TRIAL_ALIAS_CODE|D2710C00007|D2710C00007
15336|IMPACT|TRIAL_ALIAS_CODE|D2710C00006|D2710C00006
15335|IMPACT|TRIAL_ALIAS_CODE|D2350C00005|D2350C00005
15333|IMPACT|TRIAL_ALIAS_CODE|D2350C00003|D2350C00003
15554|IMPACT|TRIAL_ALIAS_CODE|01-2158|01-2158
15553|IMPACT|TRIAL_ALIAS_CODE|D1020C00032|D1020C00032
15552|IMPACT|TRIAL_ALIAS_CODE|D1020C00031|D1020C00031
15551|IMPACT|TRIAL_ALIAS_CODE|D1020C00030|D1020C00030
15550|IMPACT|TRIAL_ALIAS_CODE|01-2153|01-2153
15549|IMPACT|TRIAL_ALIAS_CODE|D1020C00029|D1020C00029
15548|IMPACT|TRIAL_ALIAS_CODE|D1020C00028|D1020C00028
16729|IMPACT|TRIAL_ALIAS_CODE|D4130C00026|D4130C00026
16725|IMPACT|TRIAL_ALIAS_CODE|D4280C00024|D4280C00024
16724|IMPACT|TRIAL_ALIAS_CODE|D4280C00022|D4280C00022
16723|IMPACT|TRIAL_ALIAS_CODE|D4080C00003|D4080C00003
16722|IMPACT|TRIAL_ALIAS_CODE|D1681C00004|D1681C00004
16721|IMPACT|TRIAL_ALIAS_CODE|DBA-CGB-ATC-2011/1|DBA-CGB-ATC-2011_1
16200|IMPACT|TRIAL_ALIAS_CODE|D3320C00001|D3320C00001
16703|IMPACT|TRIAL_ALIAS_CODE|D0910C00039|D0910C00039
16702|IMPACT|TRIAL_ALIAS_CODE|D3610C00003|D3610C00003
16700|IMPACT|TRIAL_ALIAS_CODE|D3790C00001|D3790C00001
16699|IMPACT|TRIAL_ALIAS_CODE|D0092C00002|D0092C00002
16698|IMPACT|TRIAL_ALIAS_CODE|D0910C00036|D0910C00036
16355|IMPACT|TRIAL_ALIAS_CODE|D8480C00088|D8480C00088
16354|IMPACT|TRIAL_ALIAS_CODE|D8480C00087|D8480C00087
16694|IMPACT|TRIAL_ALIAS_CODE|D3970C00001|D3970C00001
16693|IMPACT|TRIAL_ALIAS_CODE|D3820C00015|D3820C00015
16692|IMPACT|TRIAL_ALIAS_CODE|D5130L00010|D5130L00010
16691|IMPACT|TRIAL_ALIAS_CODE|D4080C00002|D4080C00002
16690|IMPACT|TRIAL_ALIAS_CODE|D6702C00031|D6702C00031
16688|IMPACT|TRIAL_ALIAS_CODE|D4280C00005|D4280C00005
16672|IMPACT|TRIAL_ALIAS_CODE|D0910C00041|D0910C00041
16671|IMPACT|TRIAL_ALIAS_CODE|D961HL00002|D961HL00002
16476|IMPACT|TRIAL_ALIAS_CODE|D3660C00001|D3660C00001
14529|IMPACT|TRIAL_ALIAS_CODE|D1040C00008|D1040C00008
16491|IMPACT|TRIAL_ALIAS_CODE|D3030C00004|D3030C00004
16667|IMPACT|TRIAL_ALIAS_CODE|D589BL00026|D589BL00026
16664|IMPACT|TRIAL_ALIAS_CODE|D0810C00070|D0810C00070
16661|IMPACT|TRIAL_ALIAS_CODE|D6874L00026|D6874L00026
16720|IMPACT|TRIAL_ALIAS_CODE|D9423C00001|D9423C00001
16379|IMPACT|TRIAL_ALIAS_CODE|D1532C00031|D1532C00031
16378|IMPACT|TRIAL_ALIAS_CODE|D8180C00055|D8180C00055
16377|IMPACT|TRIAL_ALIAS_CODE|D8180C00054|D8180C00054
16376|IMPACT|TRIAL_ALIAS_CODE|D8180C00053|D8180C00053
16353|IMPACT|TRIAL_ALIAS_CODE|D8480C00086|D8480C00086
17981|IMPACT|TRIAL_ALIAS_CODE|D5171R00001|D5171R00001
18505|IMPACT|TRIAL_ALIAS_CODE|MB002-017|MB002-017
